Name,Class,Role,Tier,Score,Trend,Win %,Role %,Pick %,Ban %,KDA,Parche
Janna,Support,SUPPORT,A,58.07,0.59,52.80%,97.40%,4.26%,1.21%,3.11,12.8
Jarvan IV,Tank,JUNGLE,A,50.87,-0.99,50.64%,91.78%,3.60%,0.53%,3.2,12.8
Jax,Fighter,TOP,God,78.28,0.35,51.01%,83.87%,6.82%,10.24%,1.59,12.8
Jax,Fighter,JUNGLE,D,31.79,7.76,51.12%,13.92%,1.14%,9.72%,2.1,12.8
Jayce,Fighter,TOP,B,39.79,-1.97,46.84%,80.22%,3.21%,0.74%,1.66,12.8
Jayce,Fighter,MID,C,37.74,-1.06,48.64%,17.27%,0.66%,0.74%,02.01,12.8
Jhin,Marksman,ADC,God,88.7,13.66,51.38%,96.58%,17.61%,4.22%,2.82,12.8
Jinx,Marksman,ADC,S,64.02,-29.3,48.76%,98.45%,12.97%,4.00%,2.1,12.8
Kai'Sa,Marksman,ADC,S,68.81,1.29,49.77%,89.45%,13.42%,3.49%,2.33,12.8
Kalista,Marksman,ADC,C,35.77,8.42,50.40%,88.77%,2.48%,0.51%,2.27,12.8
Karma,Mage,SUPPORT,S,64.71,-2.11,48.62%,84.48%,8.75%,4.92%,2.64,12.8
Karthus,Mage,JUNGLE,A,48.88,1.81,50.57%,68.21%,3.63%,9.20%,2.51,12.8
Karthus,Mage,ADC,B,40.64,07.01,54.71%,16.89%,0.98%,9.20%,2.23,12.8
Kassadin,Assassin,MID,A,53.05,4.39,50.42%,96.58%,3.80%,9.79%,2.28,12.8
Katarina,Assassin,MID,S,73.45,6.21,49.29%,93.98%,10.45%,13.25%,2.19,12.8
Kayle,Fighter,TOP,S,69.1,8.87,52.63%,76.26%,5.28%,2.39%,1.78,12.8
Kayle,Fighter,MID,A,50.01,0.57,53.69%,20.62%,1.40%,2.39%,2.16,12.8
Kayn,Fighter,JUNGLE,God,87.7,03.06,50.59%,96.82%,10.13%,12.42%,2.33,12.8
Kennen,Mage,MID,B,44.87,0.2,52.12%,16.57%,0.43%,0.69%,2.28,12.8
Kennen,Mage,TOP,B,38.76,-2.46,48.72%,79.35%,2.06%,0.69%,1.92,12.8
Kha'Zix,Assassin,JUNGLE,God,81.82,9.58,51.01%,98.49%,9.14%,9.05%,2.48,12.8
Kindred,Marksman,JUNGLE,B,43.56,-5.66,49.10%,92.80%,4.20%,3.37%,2.14,12.8
Kled,Fighter,MID,A,52.21,1.41,55.65%,10.52%,0.17%,0.85%,2.59,12.8
Kled,Fighter,TOP,B,43.2,4,50.61%,86.65%,1.48%,0.81%,2.41,12.8
Kog'Maw,Marksman,ADC,B,40.96,6.53,53.53%,87.91%,2.17%,0.50%,2.19,12.8
LeBlanc,Assassin,MID,A,50.01,-0.15,47.18%,92.64%,4.26%,7.83%,2.57,12.8
Lee Sin,Fighter,JUNGLE,God,87.09,-1.69,46.37%,91.99%,11.78%,10.95%,2.52,12.8
Leona,Tank,SUPPORT,A,58.5,-0.22,49.02%,98.08%,7.04%,9.00%,2.3,12.8
Lillia,Fighter,JUNGLE,A,56,-1.86,51.61%,81.11%,4.63%,2.00%,2.7,12.8
Lillia,Fighter,TOP,C,33.96,-5.6,49.78%,14.77%,0.87%,2.00%,1.98,12.8
Lissandra,Mage,MID,A,48.11,01.08,50.47%,90.81%,2.47%,0.78%,2.31,12.8
Lucian,Marksman,ADC,God,87.09,5.42,51.51%,86.52%,16.36%,12.81%,2.29,12.8
Lulu,Support,SUPPORT,S,75,-3.25,50.42%,95.17%,8.75%,17.08%,2.97,12.8
Lux,Mage,SUPPORT,S,75.79,-1.41,49.37%,63.65%,10.55%,10.80%,2.37,12.8
Lux,Mage,MID,S,61.06,-0.05,51.15%,32.65%,5.01%,10.80%,2.69,12.8
Malphite,Tank,TOP,S,58.75,-3.97,50.82%,70.51%,3.77%,3.67%,2.3,12.8
Malphite,Tank,MID,B,40.76,-3.9,49.27%,13.51%,0.70%,3.67%,2.32,12.8
Malphite,Tank,SUPPORT,D,31.85,2.14,48.52%,12.26%,0.68%,3.72%,02.06,12.8
Malzahar,Mage,MID,A,50.84,-2.69,51.53%,90.15%,3.14%,3.48%,02.05,12.8
Maokai,Tank,SUPPORT,C,34.31,-1.92,48.88%,74.55%,1.14%,0.11%,2.1,12.8
Maokai,Tank,TOP,D,24.77,-6.53,47.69%,18.16%,0.28%,0.11%,1.96,12.8
Master Yi,Assassin,JUNGLE,S,77.36,0.85,51.01%,90.97%,7.25%,19.08%,1.97,12.8
Miss Fortune,Marksman,ADC,S,74.27,-4.84,51.16%,94.05%,14.21%,4.15%,2.25,12.8
Mordekaiser,Fighter,TOP,God,88.77,19.47,51.21%,78.24%,8.03%,8.69%,1.81,12.8
Mordekaiser,Fighter,JUNGLE,C,35.18,1.46,51.04%,15.28%,1.47%,8.69%,2.32,12.8
Morgana,Mage,SUPPORT,S,67.79,-2.72,49.15%,87.59%,7.11%,26.18%,2.4,12.8
Nami,Support,SUPPORT,God,86.82,2.5,52.19%,99.54%,12.15%,4.80%,3.18,12.8
Nasus,Fighter,TOP,A,56.15,1.17,50.67%,77.54%,3.96%,3.64%,1.81,12.8
Nautilus,Tank,SUPPORT,God,80.6,-3.46,50.63%,97.67%,10.75%,16.98%,2.36,12.8
Neeko,Mage,MID,A,52.04,2.78,53.65%,56.13%,1.91%,0.63%,2.28,12.8
Neeko,Mage,SUPPORT,C,32.81,-5.07,49.00%,21.95%,0.80%,0.68%,1.98,12.8
Neeko,Mage,TOP,D,27.05,-3.76,48.91%,13.48%,0.35%,0.68%,1.81,12.8
Nidalee,Assassin,JUNGLE,A,54.95,0.37,48.88%,89.79%,5.36%,4.37%,2.83,12.8
Nocturne,Assassin,JUNGLE,S,66.9,-0.1,52.30%,95.65%,6.06%,6.10%,2.64,12.8
Nunu,Tank,JUNGLE,B,39.03,-6.39,48.65%,86.25%,2.99%,1.33%,2.7,12.8
Olaf,Fighter,JUNGLE,D,14.91,-8.64,44.65%,82.14%,1.25%,0.80%,2.12,12.8
Olaf,Fighter,TOP,D,8.66,-3.52,42.68%,17.91%,0.30%,0.88%,1.42,12.8
Orianna,Mage,MID,B,45.68,1.43,49.11%,90.92%,2.21%,0.18%,2.46,12.8
Ornn,Tank,TOP,S,62.65,-1.92,51.43%,92.97%,4.28%,0.76%,2.27,12.8
Pantheon,Fighter,MID,B,44.97,-2.25,50.64%,26.17%,1.47%,1.25%,2.22,12.8
Pantheon,Fighter,TOP,C,37.69,-1.92,50.36%,21.49%,1.21%,1.25%,1.99,12.8
Pantheon,Fighter,SUPPORT,C,35.16,0.81,47.25%,45.25%,2.57%,1.25%,1.9,12.8
Poppy,Tank,TOP,B,40.75,0.13,50.44%,33.81%,1.57%,2.40%,02.04,12.8
Poppy,Tank,JUNGLE,B,39.05,2.72,49.46%,56.11%,2.68%,2.40%,2.61,12.8
Pyke,Support,SUPPORT,God,88.26,-0.68,49.72%,87.03%,11.99%,24.67%,2.21,12.8
Qiyana,Assassin,MID,A,49.35,-1.05,49.02%,68.36%,4.13%,5.89%,1.98,12.8
Qiyana,Assassin,JUNGLE,D,31.38,-0.29,49.04%,27.24%,1.66%,5.89%,2.41,12.8
Quinn,Marksman,TOP,B,43.41,2.51,51.48%,79.24%,1.86%,1.16%,1.82,12.8
Rakan,Support,SUPPORT,A,51.12,-5.42,49.60%,98.31%,4.60%,0.31%,2.81,12.8
Rammus,Tank,JUNGLE,A,46.96,0.41,52.03%,94.90%,2.46%,4.03%,2.92,12.8
Rek'Sai,Fighter,JUNGLE,B,45.14,-2.43,50.97%,96.37%,3.15%,4.44%,2.46,12.8
Rell,Tank,SUPPORT,B,41.55,-1.36,51.15%,97.89%,1.48%,0.27%,2.4,12.8
Renata Glasc,Support,SUPPORT,S,70.99,-2.5,53.12%,98.79%,7.33%,9.22%,2.86,12.8
Renekton,Fighter,TOP,B,39.96,-1.18,46.93%,82.48%,3.08%,2.23%,1.73,12.8
Renekton,Fighter,MID,C,36,-2.69,48.05%,15.17%,0.52%,2.23%,1.97,12.8
Rengar,Assassin,JUNGLE,S,68.89,-1.7,50.53%,75.29%,6.31%,20.71%,2.3,12.8
Rengar,Assassin,TOP,B,39.02,-0.58,48.59%,21.11%,1.79%,20.71%,1.8,12.8
Riven,Fighter,TOP,S,73.02,1,50.53%,89.57%,6.30%,5.14%,1.88,12.8
Rumble,Fighter,MID,A,48.24,-0.83,52.80%,27.53%,0.72%,0.40%,2.51,12.8
Rumble,Fighter,TOP,C,34.08,-0.76,48.44%,56.87%,1.29%,0.40%,02.07,12.8
Rumble,Fighter,JUNGLE,D,17.03,-6.26,46.14%,12.51%,0.27%,0.33%,2.63,12.8
Ryze,Mage,MID,D,29.97,-1.5,43.25%,81.13%,1.57%,0.18%,1.89,12.8
Ryze,Mage,TOP,D,10.18,-5.75,42.67%,15.45%,0.30%,0.18%,1.63,12.8
Samira,Marksman,ADC,S,73.45,2.35,51.73%,97.19%,11.14%,21.54%,2.26,12.8
Sejuani,Tank,JUNGLE,A,49.24,6.81,51.54%,70.97%,2.82%,0.37%,3.23,12.8
Sejuani,Tank,TOP,C,34.42,-2.95,49.48%,21.12%,0.71%,0.37%,2.29,12.8
Senna,Marksman,SUPPORT,God,93.39,15.23,52.21%,90.55%,14.25%,7.86%,2.61,12.8
Seraphine,Mage,MID,B,42.8,1.67,49.72%,13.36%,0.63%,1.00%,2.59,12.8
Seraphine,Mage,SUPPORT,B,41.91,-0.4,47.99%,69.85%,3.55%,1.00%,2.3,12.8
Seraphine,Mage,ADC,C,34.64,-4.63,50.84%,16.34%,0.74%,1.00%,2.76,12.8
Sett,Fighter,TOP,S,75.4,-0.44,50.77%,77.44%,6.60%,6.43%,1.73,12.8
Sett,Fighter,SUPPORT,D,28.91,-1.51,47.06%,11.57%,0.73%,6.43%,02.01,12.8
Shaco,Assassin,JUNGLE,S,65.43,-1.97,50.27%,81.54%,5.72%,17.66%,2.73,12.8
Shaco,Assassin,SUPPORT,C,36.97,-1.45,49.62%,13.01%,0.95%,17.66%,2.33,12.8
Shen,Tank,TOP,S,64.48,-1.34,52.01%,84.95%,3.64%,0.82%,2.88,12.8
Shen,Tank,SUPPORT,C,32.72,0.04,48.20%,10.20%,0.42%,0.82%,2.61,12.8
Shyvana,Fighter,JUNGLE,A,50.65,0.12,52.78%,88.29%,2.96%,1.14%,2.83,12.8
Singed,Tank,MID,A,50.69,2.34,54.50%,15.24%,0.34%,0.38%,2.6,12.8
Singed,Tank,TOP,B,42.04,05.06,51.16%,70.97%,1.73%,0.43%,1.87,12.8
Sion,Tank,TOP,S,69.88,-6.89,49.75%,83.42%,6.67%,6.46%,1.32,12.8
Sivir,Marksman,ADC,B,45.5,5.95,51.31%,94.49%,4.84%,0.77%,2.37,12.8
Skarner,Fighter,JUNGLE,C,35.63,0.2,52.10%,72.66%,0.63%,0.14%,2.76,12.8
Skarner,Fighter,TOP,C,32.22,4.16,50.00%,22.81%,0.17%,0.14%,2.3,12.8
Sona,Support,SUPPORT,A,51.73,-3.06,51.85%,97.18%,3.44%,0.42%,2.81,12.8
Soraka,Support,SUPPORT,S,64.82,-9.84,52.01%,93.68%,6.72%,6.96%,2.73,12.8
Swain,Mage,MID,A,56.39,11.15,52.81%,26.77%,3.43%,6.25%,2.42,12.8
Swain,Mage,SUPPORT,A,51.22,14.51,49.42%,35.98%,5.02%,6.25%,2.34,12.8
Swain,Mage,TOP,A,50.79,0,51.15%,22.24%,2.70%,6.25%,02.04,12.8
Swain,Mage,ADC,B,44.74,14.18,54.17%,14.78%,1.70%,6.25%,2.73,12.8
Sylas,Mage,MID,S,62.23,3.73,49.91%,80.80%,7.67%,4.53%,02.09,12.8
Sylas,Mage,TOP,C,32.91,-1.42,48.89%,12.48%,1.14%,4.53%,1.86,12.8
Syndra,Mage,MID,B,41.9,-0.5,47.27%,83.87%,2.70%,0.94%,2.11,12.8
Tahm Kench,Support,ADC,A,49.24,0,57.10%,11.97%,0.31%,2.13%,3.16,12.8
Tahm Kench,Support,TOP,B,40.17,-6.28,48.71%,53.63%,1.78%,2.13%,2.34,12.8
Tahm Kench,Support,SUPPORT,D,31.5,-5.68,47.32%,31.90%,0.88%,2.13%,2.37,12.8
Taliyah,Mage,MID,B,38.93,-2.68,49.23%,15.75%,0.37%,0.24%,2.19,12.8
Taliyah,Mage,SUPPORT,C,34.51,-2.42,50.26%,19.87%,0.43%,0.24%,02.06,12.8
Taliyah,Mage,JUNGLE,D,18.81,-6.85,45.36%,58.89%,1.27%,0.26%,2.41,12.8
Talon,Assassin,JUNGLE,A,52.13,8.13,49.98%,60.98%,4.83%,5.16%,2.42,12.8
Talon,Assassin,MID,B,45.85,-2.67,49.14%,37.05%,2.86%,5.16%,02.06,12.8
Taric,Support,SUPPORT,B,39.54,0.07,49.86%,86.87%,1.16%,0.15%,2.79,12.8
Teemo,Marksman,TOP,S,63.33,1,49.84%,77.46%,5.03%,8.72%,1.67,12.8
Thresh,Support,SUPPORT,A,52.39,-0.81,46.14%,97.93%,7.36%,2.56%,2.41,12.8
Tristana,Marksman,ADC,A,56.12,11.76,52.21%,87.27%,7.69%,3.71%,2.27,12.8
Tristana,Marksman,MID,B,44.18,6.66,51.79%,10.09%,0.84%,3.71%,02.04,12.8
Trundle,Fighter,JUNGLE,B,45.85,-3.36,52.20%,64.81%,2.55%,2.26%,2.66,12.8
Trundle,Fighter,TOP,C,33.95,-2.37,50.17%,29.96%,1.15%,2.26%,1.61,12.8
Tryndamere,Fighter,TOP,A,52.43,-0.11,49.60%,82.98%,3.62%,10.93%,1.72,12.8
Tryndamere,Fighter,MID,C,37.12,0,48.99%,10.49%,0.40%,10.93%,1.9,12.8
Twisted Fate,Mage,MID,B,39.67,-1.33,46.50%,89.87%,2.52%,0.20%,02.08,12.8
Twitch,Marksman,ADC,A,50.16,4.34,52.10%,78.82%,5.66%,4.67%,2.35,12.8
Udyr,Fighter,JUNGLE,C,34.76,-3.29,49.83%,90.36%,1.77%,0.57%,2.61,12.8
Urgot,Fighter,TOP,A,50.61,-5.24,51.14%,92.06%,2.93%,1.89%,1.92,12.8
Varus,Marksman,MID,C,34.1,5.82,47.20%,11.49%,0.39%,0.37%,1.97,12.8
Varus,Marksman,ADC,D,30.61,5.14,47.96%,86.61%,2.64%,0.32%,2.2,12.8
Vayne,Marksman,ADC,S,62.58,-3.11,50.48%,80.72%,10.11%,15.00%,02.04,12.8
Vayne,Marksman,TOP,B,39.7,-0.37,49.79%,16.73%,1.97%,15.00%,1.49,12.8
Veigar,Mage,MID,S,66.36,1.2,52.32%,70.98%,6.96%,8.81%,2.26,12.8
Veigar,Mage,ADC,B,40.78,-0.18,52.97%,19.29%,1.84%,8.81%,2.42,12.8
Vel'Koz,Mage,MID,A,46.07,0.97,50.67%,38.83%,1.26%,0.54%,2.53,12.8
Vel'Koz,Mage,SUPPORT,B,41.36,3.7,50.66%,55.22%,1.90%,0.54%,2.25,12.8
Vex,Mage,MID,S,59.48,-1.69,50.27%,91.38%,5.84%,9.75%,2.31,12.8
Vi,Fighter,JUNGLE,A,51.76,-0.85,52.35%,92.50%,3.95%,1.41%,2.35,12.8
Viego,Assassin,JUNGLE,God,89.69,7.71,50.24%,93.26%,10.83%,9.14%,2.45,12.8
Viktor,Mage,MID,A,56.43,-0.7,50.70%,91.95%,5.32%,2.81%,2.15,12.8
Vladimir,Mage,MID,A,56.43,2.8,51.07%,70.46%,4.59%,7.02%,2.3,12.8
Vladimir,Mage,TOP,B,38.33,4.87,49.53%,27.06%,1.57%,7.02%,1.94,12.8
Volibear,Fighter,JUNGLE,S,68.38,-3.79,52.75%,64.64%,5.93%,5.72%,2.83,12.8
Volibear,Fighter,TOP,A,53.61,3.43,51.52%,33.12%,3.29%,5.72%,1.75,12.8
Warwick,Fighter,JUNGLE,A,53.64,-1.5,51.01%,76.59%,4.85%,4.79%,2.17,12.8
Warwick,Fighter,TOP,C,34.71,-1.72,50.08%,20.46%,1.04%,5.25%,1.79,12.8
Wukong,Fighter,JUNGLE,S,68.39,10.5,53.24%,61.18%,5.71%,5.51%,2.82,12.8
Wukong,Fighter,TOP,A,56.2,-3.45,51.96%,34.01%,3.15%,5.51%,02.09,12.8
Xayah,Marksman,ADC,B,45.04,-37.25,48.15%,97.33%,7.05%,4.77%,2.18,12.8
Xerath,Mage,MID,A,52.95,5.64,50.80%,38.10%,2.70%,4.25%,2.9,12.8
Xerath,Mage,SUPPORT,A,52.3,7.26,51.13%,55.58%,4.22%,4.25%,2.52,12.8
Xin Zhao,Fighter,JUNGLE,C,33.5,-4.09,48.04%,88.74%,2.87%,1.34%,2.22,12.8
Yasuo,Fighter,MID,God,89.46,0.28,50.78%,66.68%,12.55%,26.14%,1.73,12.8
Yasuo,Fighter,TOP,A,49.11,-2.24,49.78%,14.94%,2.68%,26.14%,1.52,12.8
Yasuo,Fighter,ADC,B,42.34,3.89,52.19%,17.15%,2.89%,26.14%,02.01,12.8
Yone,Assassin,MID,S,66.66,-0.04,50.25%,60.51%,8.17%,16.45%,1.82,12.8
Yone,Assassin,TOP,S,60.44,-3.86,49.99%,35.66%,4.39%,16.45%,1.62,12.8
Yorick,Fighter,TOP,A,53.68,-1.23,52.90%,94.76%,3.11%,4.03%,1.52,12.8
Yuumi,Support,SUPPORT,God,93.11,1.97,49.74%,98.61%,10.71%,26.33%,04.08,12.8
Zac,Tank,JUNGLE,A,58.5,0.15,51.99%,82.67%,3.85%,3.18%,3.5,12.8
Zed,Assassin,MID,God,81.03,2.15,50.09%,70.09%,8.97%,35.42%,2.2,12.8
Zed,Assassin,JUNGLE,B,45.73,2.46,48.48%,25.77%,3.03%,35.42%,2.45,12.8
Zeri,Marksman,ADC,D,29.13,-1.74,45.18%,92.30%,4.15%,5.83%,02.07,12.8
Ziggs,Mage,MID,B,42.79,-0.91,50.40%,28.16%,0.90%,0.55%,2.22,12.8
Ziggs,Mage,ADC,B,38.53,3.99,52.36%,64.38%,1.88%,0.52%,2.33,12.8
Zilean,Support,MID,A,49.07,-5.63,51.63%,18.38%,0.64%,1.88%,03.08,12.8
Zilean,Support,SUPPORT,B,45.69,-4.34,50.01%,77.19%,2.58%,1.88%,2.94,12.8
Zoe,Mage,MID,A,49.61,3.79,48.37%,91.46%,4.14%,1.44%,2.36,12.8
Zyra,Mage,SUPPORT,A,49.16,1.58,52.37%,90.08%,3.26%,2.01%,2.1,12.8
Aatrox,Fighter,TOP,God,77.17,-5.29,49.54%,92.59%,7.61%,6.47%,1.84,12.9
Ahri,Mage,MID,God,80.34,-7.49,50.38%,94.77%,10.83%,13.10%,2.41,12.9
Akali,Assassin,MID,S,62.64,-0.47,49.61%,64.32%,6.53%,15.19%,2.26,12.9
Akali,Assassin,TOP,A,49.62,-1.6,48.14%,34.81%,3.32%,15.19%,1.98,12.9
Akshan,Marksman,MID,A,52.54,1.41,50.97%,61.05%,3.64%,10.18%,2.13,12.9
Akshan,Marksman,TOP,B,44.81,4.4,51.57%,29.06%,1.66%,10.18%,1.88,12.9
Alistar,Tank,SUPPORT,A,47.79,0.68,50.26%,96.87%,3.49%,0.85%,2.47,12.9
Amumu,Tank,JUNGLE,C,38.79,2.96,49.97%,83.60%,2.28%,0.94%,2.47,12.9
Amumu,Tank,SUPPORT,D,33.07,1.53,48.81%,13.65%,0.34%,1.01%,1.95,12.9
Anivia,Mage,MID,A,50.53,-2.84,51.06%,78.88%,2.71%,2.81%,2.5,12.9
Anivia,Mage,SUPPORT,D,31.88,5.81,47.75%,13.87%,0.42%,2.81%,02.08,12.9
Annie,Mage,MID,B,43.52,-2.55,49.86%,82.56%,1.74%,0.69%,2.23,12.9
Annie,Mage,SUPPORT,D,26.92,-7.49,45.75%,11.76%,0.25%,0.74%,1.94,12.9
Aphelios,Marksman,ADC,C,35.84,3.19,45.38%,96.78%,7.30%,1.26%,1.86,12.9
Ashe,Marksman,ADC,B,46.51,-2.5,50.05%,78.58%,6.67%,1.08%,2.3,12.9
Ashe,Marksman,SUPPORT,C,39.18,0.98,49.51%,17.14%,1.44%,1.16%,2.27,12.9
Aurelion Sol,Mage,MID,C,39.53,-3.42,49.37%,85.90%,0.76%,0.34%,2.25,12.9
Azir,Mage,MID,C,37.67,-4.52,47.20%,81.99%,1.75%,0.38%,02.03,12.9
Azir,Mage,TOP,D,22.29,0,46.63%,12.99%,0.26%,0.36%,1.74,12.9
Bard,Support,SUPPORT,A,48.82,-2.21,50.31%,97.06%,3.25%,0.57%,2.87,12.9
Blitzcrank,Tank,SUPPORT,S,63.13,-0.45,50.50%,98.21%,7.01%,16.84%,2.41,12.9
Brand,Mage,SUPPORT,B,44.29,1.33,49.97%,68.46%,3.32%,4.88%,1.77,12.9
Brand,Mage,MID,B,40.49,2.19,50.36%,17.50%,0.83%,5.34%,02.01,12.9
Braum,Support,SUPPORT,B,43.77,4.16,48.63%,98.06%,2.70%,0.40%,2.84,12.9
Caitlyn,Marksman,ADC,A,48.84,-6.38,47.90%,96.58%,9.21%,6.68%,2.12,12.9
Camille,Fighter,TOP,S,60.38,-3.25,49.70%,94.75%,5.07%,3.44%,1.84,12.9
Cassiopeia,Mage,MID,B,44.23,0.35,50.33%,73.14%,2.06%,1.68%,1.99,12.9
Cassiopeia,Mage,TOP,D,28.08,-7.39,48.43%,15.53%,0.47%,1.70%,1.76,12.9
Cho'Gath,Tank,TOP,A,52,9.25,52.63%,66.06%,2.42%,0.93%,02.03,12.9
Cho'Gath,Tank,MID,B,45.53,4.64,52.89%,19.87%,0.59%,0.93%,2.27,12.9
Corki,Marksman,MID,C,36.72,-2.28,47.16%,89.96%,1.45%,0.36%,02.05,12.9
Darius,Fighter,TOP,God,85.61,-5.85,49.82%,93.23%,7.79%,18.09%,1.75,12.9
Diana,Fighter,JUNGLE,God,75,-11.75,51.74%,82.65%,8.65%,10.88%,2.46,12.9
Diana,Fighter,MID,B,44.98,-1.05,50.71%,15.83%,1.72%,10.88%,2.1,12.9
Dr. Mundo,Marksman,TOP,B,46.54,-1.14,50.99%,85.17%,2.13%,1.31%,02.05,12.9
Draven,Fighter,ADC,B,41.87,-1.32,48.92%,94.24%,5.83%,11.25%,2,12.9
Ekko,Assassin,JUNGLE,A,54.65,-3.32,50.82%,63.48%,4.98%,3.79%,2.7,12.9
Ekko,Assassin,MID,B,46.01,1.2,49.87%,34.02%,2.52%,3.79%,2.16,12.9
Elise,Mage,JUNGLE,C,33.9,1.96,49.11%,92.08%,1.57%,0.86%,2.51,12.9
Evelynn,Assassin,JUNGLE,B,40.83,-0.32,48.26%,98.47%,3.16%,5.63%,2.73,12.9
Ezreal,Marksman,ADC,God,89.22,1.78,50.16%,96.07%,22.55%,5.82%,2.37,12.9
Fiddlesticks,Mage,JUNGLE,A,47.9,-0.04,51.65%,89.05%,3.15%,2.46%,2.64,12.9
Fiora,Fighter,TOP,God,74.85,-2.69,51.10%,97.41%,6.14%,14.82%,1.7,12.9
Fizz,Assassin,MID,A,54.63,0.01,51.39%,95.18%,3.74%,5.44%,2.44,12.9
Galio,Tank,MID,B,47.11,-1.94,50.34%,73.80%,2.05%,0.40%,2.55,12.9
Galio,Tank,SUPPORT,C,34.05,-1.87,48.32%,23.91%,0.63%,0.41%,2.19,12.9
Gangplank,Fighter,TOP,God,88.94,1.38,47.44%,85.96%,9.16%,15.52%,1.85,12.9
Gangplank,Fighter,MID,C,38.56,-0.62,47.55%,13.32%,1.53%,14.98%,02.06,12.9
Garen,Fighter,TOP,God,73.45,-2.81,51.73%,85.69%,6.21%,3.20%,1.99,12.9
Gnar,Fighter,TOP,B,45.95,-1.3,48.40%,96.66%,3.38%,0.71%,1.82,12.9
Gragas,Fighter,MID,C,38.96,-5.2,49.69%,12.52%,0.42%,0.28%,2.24,12.9
Gragas,Fighter,TOP,C,36.77,2.44,48.10%,53.37%,1.82%,0.28%,1.95,12.9
Gragas,Fighter,SUPPORT,D,29.64,-3.64,46.25%,15.79%,0.49%,0.28%,2.18,12.9
Gragas,Fighter,JUNGLE,D,28.82,7.78,48.52%,19.05%,0.57%,0.28%,2.63,12.9
Graves,Marksman,JUNGLE,God,90.33,5.16,50.20%,77.10%,11.88%,13.65%,2.52,12.9
Graves,Marksman,TOP,A,47.95,03.06,50.40%,17.16%,2.65%,13.65%,1.67,12.9
Gwen,Fighter,TOP,A,52.5,9.79,48.53%,82.72%,4.56%,2.01%,1.65,12.9
Gwen,Fighter,JUNGLE,D,33.81,5.62,51.01%,13.30%,0.72%,2.01%,2.36,12.9
Hecarim,Fighter,JUNGLE,A,48.1,14.03,49.03%,97.76%,4.37%,3.46%,2.79,12.9
Heimerdinger,Mage,MID,B,42.02,2.97,51.69%,39.55%,0.89%,1.33%,1.83,12.9
Heimerdinger,Mage,ADC,D,32.88,05.05,52.11%,14.34%,0.28%,1.33%,02.01,12.9
Heimerdinger,Mage,SUPPORT,D,30.41,-1.05,48.02%,11.22%,0.24%,1.46%,1.75,12.9
Heimerdinger,Mage,TOP,D,30.14,-1.67,49.27%,33.68%,0.70%,1.33%,1.58,12.9
Illaoi,Fighter,TOP,B,43.84,-1.73,49.98%,92.53%,2.83%,4.47%,1.36,12.9
Irelia,Fighter,TOP,S,70.4,-10.21,49.06%,56.14%,5.94%,21.49%,1.55,12.9
Irelia,Fighter,MID,A,52.92,-2.9,49.07%,42.09%,4.61%,21.49%,1.74,12.9
Ivern,Support,JUNGLE,D,32.53,-0.84,47.66%,78.15%,1.21%,0.44%,3.1,12.9
Ivern,Support,SUPPORT,D,22.55,-7.72,42.25%,11.22%,0.17%,0.41%,2.54,12.9
Janna,Support,SUPPORT,S,58.37,0.3,52.99%,97.02%,4.33%,0.97%,3.12,12.9
Jarvan IV,Tank,JUNGLE,B,42.78,-8.09,48.89%,88.90%,2.87%,0.44%,3.12,12.9
Jax,Fighter,TOP,God,72.03,-6.25,50.89%,84.23%,6.26%,10.29%,1.62,12.9
Jax,Fighter,JUNGLE,C,35.95,4.16,51.89%,13.66%,1.01%,9.86%,2.11,12.9
Jayce,Fighter,TOP,B,43.44,3.65,47.76%,82.08%,3.42%,0.76%,1.66,12.9
Jayce,Fighter,MID,C,36.24,-1.49,48.62%,15.68%,0.61%,0.74%,1.98,12.9
Jhin,Marksman,ADC,God,83.9,-4.79,51.35%,97.27%,18.69%,4.49%,2.83,12.9
Jinx,Marksman,ADC,A,51.92,-12.1,49.39%,98.56%,9.68%,2.60%,2.14,12.9
Kai'Sa,Marksman,ADC,S,70.6,1.79,50.47%,93.99%,15.60%,2.82%,2.38,12.9
Kalista,Marksman,ADC,C,38.32,2.55,50.07%,90.82%,3.37%,1.12%,2.29,12.9
Karma,Mage,SUPPORT,S,64.62,-0.09,49.22%,81.55%,8.87%,4.71%,2.67,12.9
Karma,Mage,MID,B,45.59,0,50.06%,10.58%,1.24%,4.71%,2.81,12.9
Karthus,Mage,JUNGLE,B,45.52,-3.36,49.40%,68.00%,3.62%,9.97%,2.48,12.9
Karthus,Mage,MID,B,43.34,0,51.99%,10.91%,0.54%,9.97%,2.15,12.9
Karthus,Mage,ADC,C,38.07,-2.57,53.23%,15.68%,0.92%,9.97%,2.17,12.9
Kassadin,Assassin,MID,A,53.59,0.53,51.80%,95.40%,3.25%,8.73%,2.33,12.9
Katarina,Assassin,MID,God,78.43,4.98,50.46%,93.85%,10.26%,15.41%,2.25,12.9
Kayle,Fighter,TOP,S,69.22,0.13,53.33%,77.44%,5.17%,3.03%,1.8,12.9
Kayle,Fighter,MID,B,47.54,-2.48,52.86%,19.68%,1.29%,3.03%,2.21,12.9
Kayn,Fighter,JUNGLE,God,76.23,-11.46,50.58%,96.03%,9.56%,11.92%,2.35,12.9
Kennen,Mage,MID,B,44.02,-0.85,52.09%,18.18%,0.42%,0.63%,2.37,12.9
